0,0,30
0,0,96
3.06723,-13.402,96
-3.189693,-16.6057,96
-5.816617,-21.7595,96
5.9740694,-26.5625,96
5.9635706,-22.4033,96
11.77664,-16.279,96
5.0223,-12.299,96
11.8134,-7.342,96
-16.6791,-9.152,96
-4.664,-4.374,96
13.7052,-0.544,96
-1.1294,-1.443,96
-20.79624,-0.632,96
-31.26046,5.992,96
-26.7819,9.958,96
2.476,-4.092,96
-1.2029,-2.292,96
-7.3632,-0.815,96
21.2884,-7.091,96
31.81502,2.687,96
6.768941,-3.561,96
-5.848991,-0.135,96
13.15316,-0.756,96
26.74687,3.774,96
16.4428,5.084,96
-20.1836,-3.347,96
-16.3656,-1.415,96
-1.1706,-4.405,106
